,p,d,m
9962,770,0,10897.12666
9963,584,1,12555.09723
9964,695,1,15061.00808
9965,584,1,12416.0503
9966,695,1,9679.980143
9967,584,1,10307.71025
9968,695,0,9496.294184
9969,695,1,14656.33864
9970,584,1,8617.993257
9971,695,0,7439.638316
9972,584,1,10145.27382
9973,584,1,14764.58909
9974,584,1,13164.36176
9975,584,1,11295.16582
9976,584,1,8031.95633
9977,584,1,12448.16863
9978,770,1,13796.02996
9979,695,0,10204.06886
9980,695,0,6008.968386
9981,584,1,6208.66772
9982,584,1,10543.74114
9983,584,1,7967.966828
9984,770,1,12701.12785
9985,666,0,9178.08924
9986,584,1,10418.97823
9987,695,0,11331.41538
9988,695,1,13850.09343
9989,584,1,15504.00479
9990,584,1,7084.719537
9991,584,1,9819.708261
9992,584,1,12282.87924
9993,584,1,11846.85782
9994,584,1,11452.20512
9995,584,1,14279.76299
9996,695,1,15512.74295
9997,584,1,6632.810669
9998,584,1,9202.986316
9999,859,0,10314.97873
10000,584,1,11578.3143
10001,695,1,11179.02649
10002,584,1,12948.67224
10003,584,1,12915.08422
10004,584,1,11225.38527
10005,584,1,13817.3905
10006,695,0,9937.406821
10007,584,1,11719.24421
10008,666,1,6992.788227
10009,584,1,12047.77014
10010,695,1,14120.72781
10011,666,0,8273.48556
10012,584,1,11404.69022
10013,584,1,12402.14289
10014,695,0,10534.76784
10015,584,1,11189.20144
10016,584,1,11736.12734
10017,584,1,16993.90114
10018,584,1,13831.50901
10019,584,1,13026.84765
10020,584,1,10097.529
10021,584,1,10429.90326
10022,584,1,13816.15442
10023,695,1,13467.6596
10024,695,0,7661.295949
10025,695,1,16253.76818
10026,695,0,9371.940385
10027,770,0,9353.807444
10028,584,1,12697.6137
10029,859,1,11739.58612
10030,584,1,8961.952814
10031,695,0,8810.723386
10032,695,1,11334.57805
10033,770,0,4698.930214
10034,859,0,10974.50114
10035,695,1,10253.95335
10036,689,0,8906.896467
10037,584,1,9592.279473
10038,584,1,14201.00044
10039,584,1,12545.51473
10040,695,0,10049.0209
10041,859,0,7430.878885
10042,584,1,16293.90873
10043,695,0,9091.929726
10044,584,1,12840.51802
10045,770,1,11396.03787
10046,584,1,9136.214849
10047,770,0,8049.807015
10048,695,1,9351.22592
10049,770,1,12406.90907
10050,584,1,13090.63113
10051,584,1,13244.32079
10052,770,1,12514.54046
10053,584,1,10804.17598
10054,584,1,10514.30229
10055,584,1,13259.05893
10056,695,1,13431.74834
10057,584,0,7395.878561
10058,695,1,12080.31913
10059,689,1,11808.66636
10060,695,1,15222.26001
10061,770,1,11298.46626
10062,584,0,11610.06899
10063,695,1,12744.50885
10064,584,1,11133.79159
10065,695,0,6185.926592
10066,584,1,10776.45849
10067,584,1,12693.05699
10068,584,1,8647.977329
10069,584,1,13289.53258
10070,770,1,13185.46711
10071,584,1,9715.582449
10072,584,0,8497.066533
10073,584,1,14629.52436
10074,770,1,14370.72714
10075,770,0,7790.426577
10076,666,1,9216.547982
10077,695,1,8916.415784
10078,695,0,8092.111279
10079,770,0,10725.45763
10080,666,0,9286.528093
10081,770,1,11791.74391
10082,584,1,12739.11863
10083,584,0,8252.546504
10084,584,1,9993.266108
10085,695,1,12237.75416
10086,584,1,13107.48653
10087,695,1,12107.16179
10088,584,0,8042.003861
10089,859,0,10151.17479
10090,584,1,11524.69733
10091,695,0,11953.17957
10092,859,0,10564.96652
10093,770,1,15196.86647
10094,584,1,14351.39768
10095,695,1,13982.72896
10096,666,1,10338.3601
10097,584,1,8832.170347
10098,859,0,12256.176
10099,666,1,9848.896992
10100,584,1,11138.53343
10101,584,1,11248.88586
10102,584,1,8006.747856
10103,584,0,7911.819704
10104,695,1,14689.20788
10105,695,0,10208.10307
10106,584,1,9020.922381
10107,770,0,4829.435974
10108,770,1,11496.0792
10109,859,0,10380.72324
10110,770,0,11106.26087
10111,695,0,8232.017143
10112,770,0,12507.71458
10113,695,1,13949.69501
10114,584,1,13798.59063
10115,695,0,7862.098464
10116,584,1,7746.796357
10117,695,1,12917.00031
10118,859,0,13772.10784
10119,695,0,10390.05318
10120,584,1,11069.4571
10121,770,0,10849.28371
10122,584,1,11816.84565
10123,770,0,8385.456325
10124,584,1,8938.215613
10125,584,1,14575.78801
10126,584,1,7036.326947
10127,666,0,9434.511798
10128,584,1,11495.21876
10129,770,1,10890.22059
10130,584,1,7121.764336
10131,695,1,13046.71099
10132,584,1,6536.307288
10133,695,1,11945.18298
10134,695,0,7872.015219
10135,695,0,10805.28528
10136,666,1,12364.14856
10137,584,1,10262.60351
10138,695,0,10484.81726
10139,695,0,9059.552087
10140,695,1,10344.57143
10141,695,1,11040.40365
10142,584,1,10178.03845
10143,695,0,6631.421935
10144,770,0,8561.882747
10145,584,1,8533.569822
10146,695,0,8926.142426
10147,584,1,14303.45557
10148,695,0,10641.16009
10149,666,0,8691.712407
10150,695,1,15589.12953
10151,770,0,9587.721738
10152,666,1,7979.823243
10153,584,1,11737.70116
10154,695,0,9040.44843
10155,695,0,11031.11149
10156,584,1,12537.3915
10157,689,1,11600.53916
10158,584,1,14143.61185
10159,695,1,11861.0324
10160,695,0,8890.359768
10161,584,1,9373.709872
10162,770,0,8727.01676
10163,584,1,12694.88272
10164,584,1,7903.068035
10165,770,1,14013.77784
10166,859,0,8670.377275
10167,770,0,10767.02011
10168,584,1,13523.52196
10169,666,1,14300.52254
10170,584,1,8287.427861
10171,584,0,9253.721487
10172,695,0,8048.929281
10173,695,1,14893.41655
10174,695,1,13254.7631
10175,584,1,7209.719878
10176,584,1,12086.62406
10177,666,1,9134.101309
10178,584,1,13694.57699
10179,584,1,10478.78732
10180,770,0,11406.50015
10181,584,1,9375.48794
10182,584,0,7747.196516
10183,584,0,7496.617184
10184,584,1,9816.996111
10185,584,1,11023.15478
10186,695,1,10958.97341
10187,584,1,7365.478888
10188,695,0,6320.812133
10189,584,1,8903.89192
10190,584,1,8144.803675
10191,584,1,9960.362699
10192,584,1,9317.861158
10193,666,1,12545.89348
10194,584,0,5438.856496
10195,695,1,14866.7354
10196,584,1,10752.44754
10197,584,1,12048.62226
10198,770,0,11025.12802
10199,695,1,14094.93626
10200,666,1,12738.29544
10201,770,1,10702.51716
10202,584,1,13371.23039
10203,584,1,10507.11767
10204,695,1,10324.77721
10205,770,1,15077.10126
10206,695,1,11899.23063
10207,695,1,13113.98148
10208,666,1,15348.17282
10209,695,1,12782.39777
10210,695,1,13102.25566
10211,770,1,13491.07093
10212,695,0,10900.40386
10213,584,1,13127.79147
10214,695,1,9203.560208
10215,695,1,9226.63303
10216,695,0,11203.4022
10217,584,1,11972.37476
10218,770,0,9521.823387
10219,584,1,11843.03979
10220,584,0,11786.92093
10221,770,0,10053.19368
10222,584,1,11465.69257
10223,859,0,8435.959154
10224,695,1,11988.6375
10225,666,1,14186.07595
10226,584,1,9149.658763
10227,584,1,10402.39621
10228,666,0,6862.844558
10229,695,0,11198.66784
10230,584,1,10836.18927
10231,695,1,9289.251674
10232,584,1,11147.32452
10233,666,0,9100.680278
10234,666,0,5257.48498
10235,770,1,14578.36881
10236,695,1,11304.70547
10237,584,1,10574.25303
10238,770,0,9600.758872
10239,770,0,10025.45214
10240,695,0,8873.778814
10241,695,1,14176.19367
10242,584,1,10761.02127
10243,666,0,9444.75182
10244,695,0,11292.48985
10245,584,1,8853.168766
10246,770,1,14667.85228
10247,770,0,6873.392485
10248,695,0,10187.64267
10249,770,0,10214.77068
10250,695,1,13605.27409
10251,695,0,8704.236994
10252,770,1,12784.41727
10253,584,1,9822.226623
10254,695,1,13846.40697
10255,584,1,14381.74418
10256,666,1,10418.93531
10257,584,1,10083.37551
10258,584,1,9423.836058
10259,695,0,11136.21411
10260,666,0,9238.384356
10261,695,1,10494.82061
10262,770,0,9665.263879
10263,770,1,10806.23064
10264,695,0,7148.869349
10265,666,1,7832.191284
10266,695,0,11278.58586
10267,584,1,10752.99015
10268,859,0,8693.953686
10269,695,1,12669.68272
10270,666,1,14382.99774
10271,770,1,11948.42738
10272,695,1,13262.42052
10273,770,1,12066.72028
10274,695,1,12247.08819
10275,695,1,15434.69091
10276,584,1,7945.001777
10277,584,1,7806.45026
10278,695,0,9214.009921
10279,770,1,14614.02873
10280,584,1,8768.650529
10281,695,1,13237.22588
10282,584,1,10132.42394
10283,584,1,8921.337936
10284,666,1,12245.78595
10285,695,0,7752.801503
10286,770,0,9888.095603
10287,689,0,9900.147554
10288,695,1,12990.62487
10289,695,1,9408.130353
10290,584,1,10988.62647
10291,666,1,9957.656283
10292,695,1,12031.52816
10293,695,0,9025.192222
10294,584,1,11386.84859
10295,584,1,12215.1934
10296,666,0,11919.75665
10297,584,1,10517.14623
10298,770,0,11188.96985
10299,859,0,8398.699231
10300,584,1,11903.23674
10301,695,0,9034.561717
10302,584,1,14791.72273
10303,584,1,9204.170085
10304,666,0,8384.677733
10305,584,1,9668.953208
10306,584,1,9635.716103
10307,695,0,6188.929279
10308,584,1,10511.34325
10309,666,0,8820.219479
10310,584,1,9868.779643
10311,695,1,9812.945587
10312,695,0,9151.945619
10313,689,1,12000.21216
10314,770,0,10344.02647
10315,695,0,10725.43935
10316,584,1,10389.37167
10317,584,1,10112.92506
10318,584,1,10375.65385
10319,584,1,10287.88156
10320,584,1,12421.58433
10321,584,1,9286.297334
10322,695,1,8841.526583
10323,695,0,11284.31872
10324,584,1,13362.88648
10325,695,1,14396.01855
10326,695,0,9825.398125
10327,666,0,9657.619585
10328,584,1,10904.83368
10329,584,1,10504.74411
10330,695,0,11422.83542
10331,770,1,13495.91383
10332,695,1,15234.1849
10333,584,1,7963.508506
10334,695,1,15838.4831
10335,695,0,11597.10047
10336,584,1,14339.08171
10337,695,1,13552.88565
10338,584,1,12568.18025
10339,695,1,13560.83196
10340,666,1,13758.7312
10341,689,1,9943.241153
10342,695,0,10655.12655
10343,770,0,7851.298136
10344,584,1,11579.5396
10345,770,1,11187.99863
10346,695,1,9820.042654
10347,695,1,10094.2942
10348,770,0,8139.173706
10349,695,0,7514.02934
10350,584,1,8594.274645
10351,584,1,7044.233123
10352,666,0,6458.134642
10353,689,0,6367.373266
10354,584,1,14310.2532
10355,695,1,12665.45722
10356,695,0,9218.254726
10357,770,0,7557.667579
10358,695,1,8346.599774
10359,584,1,12774.80741
10360,584,1,13973.99972
10361,584,1,8530.582804
10362,695,1,13081.4202
10363,695,0,6756.901093
10364,584,1,10443.4299
10365,584,1,14884.71776
10366,666,0,6582.227296
10367,770,0,9227.973857
10368,666,0,9160.126525
10369,584,1,10622.88714
10370,584,1,12639.95623
10371,695,0,9516.145975
10372,584,1,9005.70961
10373,859,0,14204.12
10374,695,1,11896.05708
10375,584,1,12123.96898
10376,584,1,11463.07649
10377,695,0,7146.329928
10378,584,1,12983.93506
10379,584,1,14340.06481
10380,666,1,11392.91088
10381,666,1,11916.82473
10382,666,1,15795.22701
10383,859,0,9125.146408
10384,770,0,12301.50246
10385,584,1,10579.40858
10386,695,0,9034.637652
10387,584,1,9121.968842
10388,859,1,13090.91777
10389,584,1,10451.8357
10390,584,1,11617.75577
10391,695,0,6561.60885
10392,695,0,7624.409401
10393,770,0,9829.154724
10394,584,1,9285.913366
10395,695,0,9946.569535
10396,584,1,15920.47034
10397,770,1,11169.38305
10398,770,0,9091.089912
10399,584,0,6595.778892
10400,584,1,11297.925
10401,584,1,14670.42744
10402,584,1,12704.59606
10403,584,1,10010.55813
10404,689,0,13967.60615
10405,695,1,10819.25494
10406,584,1,10167.97077
10407,695,0,6922.841661
10408,695,0,10350.02207
10409,695,0,7911.676794
10410,695,1,8196.421151
10411,695,0,6462.579484
10412,584,1,10158.86946
10413,770,1,11697.13129
10414,584,1,9124.039779
10415,695,0,7683.155285
10416,584,1,9533.64052
10417,770,0,10669.2646
10418,584,1,12503.93203
10419,666,1,14907.93104
10420,584,1,12197.27311
10421,584,1,8829.44009
10422,584,1,6493.564984
10423,584,1,14586.41319
10424,584,1,10966.77457
10425,695,1,10448.27069
10426,770,0,8820.730335
10427,584,1,12604.84134
10428,695,0,9925.145298
10429,584,1,14202.40189
10430,695,1,8999.200961
10431,695,0,8142.557946
10432,770,0,13472.36675
10433,695,0,8348.410556
10434,859,0,8723.188119
10435,584,1,11977.49586
10436,584,1,15152.09864
10437,584,1,10405.43589
10438,770,1,14351.52212
10439,695,1,11985.29785
10440,689,1,11491.58196
10441,695,0,8481.511939
10442,584,0,7560.198273
10443,584,1,10973.60551
10444,770,1,10580.1629
10445,695,0,10489.71744
10446,770,0,10727.71914
10447,770,0,9104.017358
10448,695,0,7033.635278
10449,584,1,13805.19266
10450,584,1,11711.30472
10451,695,0,8725.916811
10452,584,1,15713.81081
10453,695,1,10860.5624
10454,695,1,12306.45692
10455,666,1,10926.6319
10456,695,0,11480.29705
10457,689,1,11395.58785
10458,770,1,11972.2764
10459,695,0,10624.72322
10460,584,1,11288.94327
10461,695,1,11089.8844
10462,770,0,10989.15639
10463,584,1,8215.655379
10464,695,1,15698.72073
10465,584,1,8453.459941
10466,584,0,9565.115749
10467,666,1,10711.38723
10468,695,0,9167.326131
10469,859,0,11948.61962
10470,584,0,8570.467431
10471,584,0,8560.820424
10472,584,1,13729.72006
10473,859,0,6533.898683
10474,584,0,7818.351754
10475,584,1,16356.45408
10476,584,1,10462.26354
10477,695,1,10521.25427
10478,584,1,13514.95696
10479,695,1,11144.84454
10480,584,0,7674.270188
10481,695,1,12969.64837
10482,584,1,12203.54252
10483,695,1,11088.43046
10484,584,1,10521.79324
10485,584,0,8167.224921
10486,584,0,7513.385854
10487,695,1,14327.30793
10488,695,0,8001.639912
10489,770,0,9821.236122
10490,584,1,10779.73135
10491,859,0,9903.812343
10492,666,1,13973.0393
10493,689,0,7647.679249
10494,695,0,9492.628017
10495,584,1,10612.45899
10496,584,1,12486.8373
10497,695,1,9528.17624
10498,695,0,6398.040134
10499,695,1,12506.12658
10500,584,1,7117.36629
10501,584,1,11676.39473
10502,770,0,8434.590525
10503,584,1,9940.895572
10504,859,0,14771.90745
10505,695,0,12028.58748
10506,770,1,10916.05888
10507,770,0,10811.86015
10508,584,0,8482.968923
10509,584,1,12358.34829
10510,584,1,12089.86912
10511,695,1,13117.6295
10512,770,1,13971.41825
10513,695,1,8790.740873
10514,689,1,12403.48613
10515,584,1,7320.995312
10516,859,0,11639.94999
10517,584,1,16524.10835
10518,584,0,6431.597998
10519,584,1,12681.24385
10520,770,0,8923.972623
10521,584,1,13463.17832
10522,584,1,13689.65876
10523,695,0,5642.099622
10524,584,1,11584.83328
10525,584,1,12180.87255
10526,770,1,12304.45409
10527,770,1,10796.02936
10528,584,1,10348.04426
10529,584,0,8731.359498
10530,859,0,9869.681938
10531,666,0,9157.55148
10532,695,1,10491.07249
10533,584,1,9933.470146
10534,584,1,12206.88047
10535,584,1,12328.93281
10536,695,1,11373.81354
10537,584,1,15272.74037
10538,695,0,6747.789784
10539,584,1,11078.58371
10540,584,0,6461.441421
10541,695,0,8747.620074
10542,584,1,11541.2838
10543,695,1,11521.70263
10544,584,1,11111.19671
10545,695,1,12174.1197
10546,584,1,10707.41595
10547,770,0,12305.57664
10548,584,1,9324.56199
10549,584,1,10377.30824
10550,584,1,14186.23249
10551,666,0,8121.144569
10552,666,1,11749.02822
10553,584,1,14663.29853
10554,584,1,10204.47671
10555,770,1,13289.55073
10556,695,1,10663.37054
10557,666,0,9006.543643
10558,695,1,11680.68914
10559,584,0,6663.841351
10560,584,1,11410.92585
10561,584,1,11336.13088
10562,695,1,9878.795448
10563,584,1,10356.17555
10564,584,1,11265.13651
10565,859,1,12863.2913
10566,770,1,11932.13302
10567,584,1,13296.09644
10568,584,1,8690.029124
10569,695,1,11802.04058
10570,584,1,13554.75062
10571,770,1,14790.82516
10572,695,1,10740.92303
10573,695,1,11210.45486
10574,584,1,11013.16576
10575,666,1,15262.28138
10576,695,1,11992.64754
10577,584,1,11576.33194
10578,695,0,9858.810071
10579,666,0,8670.795313
10580,695,1,8394.532749
10581,584,1,8109.379206
10582,584,1,9273.331664
10583,666,1,10820.79524
10584,695,1,13583.90577
10585,695,0,9066.47027
10586,695,1,9752.342911
10587,584,1,12992.18034
10588,666,1,12047.49933
10589,666,1,11819.69246
10590,695,1,11578.22591
10591,859,0,8172.536099
10592,666,0,8192.493833
10593,584,1,13103.12962
10594,770,1,9590.758597
10595,584,0,9650.933022
10596,584,1,12535.22869
10597,695,1,13518.03303
10598,859,1,13527.43157
10599,695,1,12761.64237
10600,584,1,13890.11278
10601,584,1,9240.022318
10602,584,1,6423.018226
10603,584,1,13824.56812
10604,584,1,12225.92859
10605,695,1,11251.992
10606,666,1,8960.468135
10607,770,1,11589.41325
10608,584,1,10439.44001
10609,584,1,14140.62921
10610,584,0,6095.594525
10611,859,0,13496.86015
10612,770,1,11730.22767
10613,584,1,10632.09795
10614,695,1,14741.63198
10615,770,1,14818.92224
10616,666,1,16192.31221
10617,689,1,9698.803583
10618,695,1,12462.53149
10619,584,1,12060.64402
10620,584,1,6638.633227
10621,695,0,9409.214352
10622,584,0,9980.699914
10623,584,1,9024.093936
10624,666,1,10743.32623
10625,770,1,14393.91152
10626,770,1,14370.2903
10627,584,1,12902.52681
10628,584,1,10829.60055
10629,695,1,12088.46489
10630,695,1,10892.15519
10631,770,0,6916.169902
10632,584,1,9261.206526
10633,584,1,11196.97873
10634,584,1,10767.05256
10635,584,1,10857.65765
10636,859,0,10577.54691
10637,584,1,15197.8812
10638,584,1,9079.607255
10639,584,1,9510.715009
10640,695,1,13444.5947
10641,584,1,10160.41972
10642,666,0,9476.314676
10643,695,1,9709.945968
10644,584,1,12744.11709
10645,666,0,7090.152277
10646,695,1,12581.94595
10647,584,0,6732.195862
10648,584,1,12573.70692
10649,584,1,13028.29236
10650,666,1,14447.18749
10651,584,1,11822.05884
10652,666,1,10592.15793
10653,666,1,11056.41016
10654,695,1,12687.95325
10655,689,1,12427.09591
10656,695,0,8312.209448
10657,584,1,10713.98484
10658,695,1,11310.89041
10659,584,1,7715.821279
10660,695,0,12098.50709
10661,695,1,12347.17613
10662,584,1,8277.588107
10663,584,1,12811.37844
10664,770,0,10443.93433
10665,666,1,14768.26971
10666,584,1,8254.804769
10667,584,0,10410.13806
10668,584,1,13792.67711
10669,695,0,7488.216422
10670,859,1,14433.8271
10671,695,1,12919.33203
10672,584,1,12328.62279
10673,695,1,15199.50232
10674,859,0,11208.33892
10675,666,1,10245.48604
10676,666,1,14640.87749
10677,584,1,10232.0714
10678,584,1,13874.68228
10679,695,1,10775.05381
10680,770,1,11922.49322
10681,695,1,12966.55216
10682,584,1,12117.43228
10683,689,0,8439.782641
10684,584,1,9780.906485
10685,584,1,9420.746279
10686,584,1,15331.76916
10687,695,1,12506.21801
10688,584,1,8406.959484
10689,584,1,8714.959983
10690,584,1,8845.754766
10691,584,1,12765.90148
10692,584,1,11722.03535
10693,770,1,14130.47131
10694,695,1,12771.96571
10695,666,1,11645.83368
10696,584,0,4699.103515
10697,689,1,12334.34254
10698,695,1,13039.56381
10699,584,1,11637.15402
10700,695,1,12636.36873
10701,695,0,8257.722856
10702,584,1,6638.021508
10703,695,0,7554.870719
10704,695,1,12442.33428
10705,695,1,11357.20264
10706,584,1,11914.88207
10707,584,0,7209.465833
10708,695,0,8797.746992
10709,770,1,12909.10315
10710,770,0,8782.573731
10711,770,0,10493.9971
10712,584,1,14162.5336
10713,695,1,11974.51408
10714,584,1,10642.97911
10715,666,0,7753.491715
10716,584,1,13307.70303
10717,584,1,12534.19217
10718,584,1,10217.97304
10719,695,0,9807.950709
10720,695,0,12817.99772
10721,584,1,9232.151111
10722,770,1,12978.87629
10723,695,1,12420.64822
10724,695,1,12768.25065
10725,584,1,11782.64498
10726,584,1,13465.99364
10727,584,0,7769.663778
10728,584,1,8805.906935
10729,584,1,11662.88162
10730,584,1,11572.29479
10731,584,1,11220.34294
10732,584,1,11251.26801
10733,695,1,12995.87224
10734,584,1,13218.5939
10735,770,1,12675.9492
10736,695,0,10312.47397
10737,584,1,13027.84698
10738,584,1,9435.404822
